"year","area","country","model_fleet","model_metier","stock","landings","fleet_type"
2014,"4","NL","NL_Beam<24","beam_oth.4","PLE-NS",3.39,"main"
2015,"4","NL","NL_Beam<24","beam_oth.4","PLE-NS",17.2,"main"
2016,"4","NL","NL_Beam<24","beam_oth.4","PLE-NS",14.28,"main"
2017,"4","NL","NL_Beam<24","beam_oth.4","PLE-NS",5.18,"main"
2018,"4","NL","NL_Beam<24","beam_oth.4","PLE-NS",3.89,"main"
2019,"4","NL","NL_Beam<24","beam_oth.4","PLE-NS",4.93,"main"
2020,"4","NL","NL_Beam<24","beam_oth.4","PLE-NS",16.18,"main"
2021,"4","NL","NL_Beam<24","beam_oth.4","PLE-NS",12.69,"main"
2022,"4","NL","NL_Beam<24","beam_oth.4","PLE-NS",11.92,"main"
2009,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",4.45,"main"
2010,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",2.45,"main"
2011,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",2.05,"main"
2012,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",3.23,"main"
2013,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",10.82,"main"
2014,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",5.98,"main"
2015,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",40.05,"main"
2016,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",7.54,"main"
2017,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",0.59,"main"
2018,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",5.51,"main"
2019,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",3.49,"main"
2020,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",17,"main"
2021,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",5.66,"main"
2022,"4","NL","NL_Beam<24","beam_oth.4","SOL-NS",3.46,"main"
2009,"4","NL","NL_Beam<24","beam_oth.4","TUR",0.09,"main"
2010,"4","NL","NL_Beam<24","beam_oth.4","TUR",0.05,"main"
2011,"4","NL","NL_Beam<24","beam_oth.4","TUR",0.08,"main"
2012,"4","NL","NL_Beam<24","beam_oth.4","TUR",0.02,"main"
2013,"4","NL","NL_Beam<24","beam_oth.4","TUR",0.09,"main"
2014,"4","NL","NL_Beam<24","beam_oth.4","TUR",0.92,"main"
2015,"4","NL","NL_Beam<24","beam_oth.4","TUR",2.11,"main"
2016,"4","NL","NL_Beam<24","beam_oth.4","TUR",4.48,"main"
2017,"4","NL","NL_Beam<24","beam_oth.4","TUR",0.35,"main"
2018,"4","NL","NL_Beam<24","beam_oth.4","TUR",0.46,"main"
2019,"4","NL","NL_Beam<24","beam_oth.4","TUR",0.38,"main"
2020,"4","NL","NL_Beam<24","beam_oth.4","TUR",2.74,"main"
2021,"4","NL","NL_Beam<24","beam_oth.4","TUR",2.66,"main"
2022,"4","NL","NL_Beam<24","beam_oth.4","TUR",3.14,"main"
2009,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",35.05,"main"
2010,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",14.92,"main"
2011,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",0.76,"main"
2012,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",2.59,"main"
2013,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",0.35,"main"
2014,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",1.35,"main"
2015,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",12.89,"main"
2016,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",12.45,"main"
2017,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",9.87,"main"
2018,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",1.86,"main"
2019,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",5,"main"
2020,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",7.85,"main"
2021,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",9.28,"main"
2022,"4","NL","NL_Beam<24","beam_oth.4","WHG-NS",21.35,"main"
2009,"4","NL","NL_Beam<24","BT1.4","BLL",0.32,"main"
2010,"4","NL","NL_Beam<24","BT1.4","BLL",0.19,"main"
2011,"4","NL","NL_Beam<24","BT1.4","BLL",0.24,"main"
2015,"4","NL","NL_Beam<24","BT1.4","BLL",0.12,"main"
2016,"4","NL","NL_Beam<24","BT1.4","BLL",3.13,"main"
2017,"4","NL","NL_Beam<24","BT1.4","BLL",3.93,"main"
2018,"4","NL","NL_Beam<24","BT1.4","BLL",6.09,"main"
2019,"4","NL","NL_Beam<24","BT1.4","BLL",7.77,"main"
2020,"4","NL","NL_Beam<24","BT1.4","BLL",5.27,"main"
2021,"4","NL","NL_Beam<24","BT1.4","BLL",4.41,"main"
2022,"4","NL","NL_Beam<24","BT1.4","BLL",1.05,"main"
2009,"4","NL","NL_Beam<24","BT1.4","COD-NS",0.48,"main"
2010,"4","NL","NL_Beam<24","BT1.4","COD-NS",1.09,"main"
2011,"4","NL","NL_Beam<24","BT1.4","COD-NS",0.76,"main"
2013,"4","NL","NL_Beam<24","BT1.4","COD-NS",0.03,"main"
2014,"4","NL","NL_Beam<24","BT1.4","COD-NS",0.03,"main"
2015,"4","NL","NL_Beam<24","BT1.4","COD-NS",2.23,"main"
2016,"4","NL","NL_Beam<24","BT1.4","COD-NS",5.28,"main"
2017,"4","NL","NL_Beam<24","BT1.4","COD-NS",6.05,"main"
2018,"4","NL","NL_Beam<24","BT1.4","COD-NS",5.71,"main"
2019,"4","NL","NL_Beam<24","BT1.4","COD-NS",9,"main"
2020,"4","NL","NL_Beam<24","BT1.4","COD-NS",6.17,"main"
2021,"4","NL","NL_Beam<24","BT1.4","COD-NS",8.56,"main"
2022,"4","NL","NL_Beam<24","BT1.4","COD-NS",2.45,"main"
2017,"4","NL","NL_Beam<24","BT1.4","HAD",0.14,"main"
2019,"4","NL","NL_Beam<24","BT1.4","HAD",0.06,"main"
2020,"4","NL","NL_Beam<24","BT1.4","HAD",2.72,"main"
2021,"4","NL","NL_Beam<24","BT1.4","HAD",5.83,"main"
2022,"4","NL","NL_Beam<24","BT1.4","HAD",0.53,"main"
2011,"4","NL","NL_Beam<24","BT1.4","NEP33",0.65,"main"
2019,"4","NL","NL_Beam<24","BT1.4","NEP33",0.02,"main"
2017,"4","NL","NL_Beam<24","BT1.4","NEPOTH-NS",0.1,"main"
2018,"4","NL","NL_Beam<24","BT1.4","NEPOTH-NS",0.1,"main"
2009,"4","NL","NL_Beam<24","BT1.4","PLE-NS",41.03,"main"
2010,"4","NL","NL_Beam<24","BT1.4","PLE-NS",14.42,"main"
2011,"4","NL","NL_Beam<24","BT1.4","PLE-NS",31.94,"main"
2013,"4","NL","NL_Beam<24","BT1.4","PLE-NS",0.04,"main"
2014,"4","NL","NL_Beam<24","BT1.4","PLE-NS",0.09,"main"
2015,"4","NL","NL_Beam<24","BT1.4","PLE-NS",57.66,"main"
2016,"4","NL","NL_Beam<24","BT1.4","PLE-NS",440.32,"main"
2017,"4","NL","NL_Beam<24","BT1.4","PLE-NS",709.17,"main"
2018,"4","NL","NL_Beam<24","BT1.4","PLE-NS",435.31,"main"
2019,"4","NL","NL_Beam<24","BT1.4","PLE-NS",572.96,"main"
2020,"4","NL","NL_Beam<24","BT1.4","PLE-NS",593.39,"main"
2021,"4","NL","NL_Beam<24","BT1.4","PLE-NS",432.51,"main"
2022,"4","NL","NL_Beam<24","BT1.4","PLE-NS",127.86,"main"
2017,"4","NL","NL_Beam<24","BT1.4","POK",0.64,"main"
2018,"4","NL","NL_Beam<24","BT1.4","POK",0.05,"main"
2019,"4","NL","NL_Beam<24","BT1.4","POK",0.08,"main"
2020,"4","NL","NL_Beam<24","BT1.4","POK",0.34,"main"
2021,"4","NL","NL_Beam<24","BT1.4","POK",0.61,"main"
2022,"4","NL","NL_Beam<24","BT1.4","POK",0.17,"main"
2009,"4","NL","NL_Beam<24","BT1.4","SOL-NS",0.53,"main"
2010,"4","NL","NL_Beam<24","BT1.4","SOL-NS",2.57,"main"
2011,"4","NL","NL_Beam<24","BT1.4","SOL-NS",0.01,"main"
2013,"4","NL","NL_Beam<24","BT1.4","SOL-NS",0.06,"main"
2015,"4","NL","NL_Beam<24","BT1.4","SOL-NS",0.04,"main"
2016,"4","NL","NL_Beam<24","BT1.4","SOL-NS",28.94,"main"
2017,"4","NL","NL_Beam<24","BT1.4","SOL-NS",20.28,"main"
2018,"4","NL","NL_Beam<24","BT1.4","SOL-NS",22.13,"main"
2019,"4","NL","NL_Beam<24","BT1.4","SOL-NS",13.18,"main"
2020,"4","NL","NL_Beam<24","BT1.4","SOL-NS",2.1,"main"
2021,"4","NL","NL_Beam<24","BT1.4","SOL-NS",0.82,"main"
2022,"4","NL","NL_Beam<24","BT1.4","SOL-NS",2.93,"main"
2009,"4","NL","NL_Beam<24","BT1.4","TUR",0.99,"main"
2010,"4","NL","NL_Beam<24","BT1.4","TUR",0.39,"main"
2011,"4","NL","NL_Beam<24","BT1.4","TUR",0.41,"main"
2015,"4","NL","NL_Beam<24","BT1.4","TUR",0.27,"main"
2016,"4","NL","NL_Beam<24","BT1.4","TUR",7.21,"main"
2017,"4","NL","NL_Beam<24","BT1.4","TUR",12.63,"main"
2018,"4","NL","NL_Beam<24","BT1.4","TUR",10.66,"main"
2019,"4","NL","NL_Beam<24","BT1.4","TUR",15.47,"main"
2020,"4","NL","NL_Beam<24","BT1.4","TUR",12.49,"main"
2021,"4","NL","NL_Beam<24","BT1.4","TUR",11.6,"main"
2022,"4","NL","NL_Beam<24","BT1.4","TUR",2.43,"main"
2010,"4","NL","NL_Beam<24","BT1.4","WHG-NS",0.43,"main"
2011,"4","NL","NL_Beam<24","BT1.4","WHG-NS",0.2,"main"
2017,"4","NL","NL_Beam<24","BT1.4","WHG-NS",0.04,"main"
2018,"4","NL","NL_Beam<24","BT1.4","WHG-NS",0.11,"main"
2019,"4","NL","NL_Beam<24","BT1.4","WHG-NS",0.33,"main"
2020,"4","NL","NL_Beam<24","BT1.4","WHG-NS",0.12,"main"
2021,"4","NL","NL_Beam<24","BT1.4","WHG-NS",0.89,"main"
2018,"4","NL","NL_Beam<24","BT1.4","WIT",0.26,"main"
2019,"4","NL","NL_Beam<24","BT1.4","WIT",0.44,"main"
2020,"4","NL","NL_Beam<24","BT1.4","WIT",2.52,"main"
2021,"4","NL","NL_Beam<24","BT1.4","WIT",3.63,"main"
2022,"4","NL","NL_Beam<24","BT1.4","WIT",0.24,"main"
2009,"4","NL","NL_Beam<24","BT2.4","BLL",21.81,"main"
2010,"4","NL","NL_Beam<24","BT2.4","BLL",31.34,"main"
2011,"4","NL","NL_Beam<24","BT2.4","BLL",34.49,"main"
2012,"4","NL","NL_Beam<24","BT2.4","BLL",34.42,"main"
2013,"4","NL","NL_Beam<24","BT2.4","BLL",32.17,"main"
2014,"4","NL","NL_Beam<24","BT2.4","BLL",12.92,"main"
2015,"4","NL","NL_Beam<24","BT2.4","BLL",16.62,"main"
2016,"4","NL","NL_Beam<24","BT2.4","BLL",12.31,"main"
2017,"4","NL","NL_Beam<24","BT2.4","BLL",28.33,"main"
2018,"4","NL","NL_Beam<24","BT2.4","BLL",15.62,"main"
2019,"4","NL","NL_Beam<24","BT2.4","BLL",18.96,"main"
2020,"4","NL","NL_Beam<24","BT2.4","BLL",23.22,"main"
2021,"4","NL","NL_Beam<24","BT2.4","BLL",14.21,"main"
2022,"4","NL","NL_Beam<24","BT2.4","BLL",8.6,"main"
2009,"4","NL","NL_Beam<24","BT2.4","COD-NS",96.93,"main"
2010,"4","NL","NL_Beam<24","BT2.4","COD-NS",69.04,"main"
2011,"4","NL","NL_Beam<24","BT2.4","COD-NS",49.18,"main"
2012,"4","NL","NL_Beam<24","BT2.4","COD-NS",24.65,"main"
2013,"4","NL","NL_Beam<24","BT2.4","COD-NS",19.12,"main"
2014,"4","NL","NL_Beam<24","BT2.4","COD-NS",15.84,"main"
2015,"4","NL","NL_Beam<24","BT2.4","COD-NS",20.79,"main"
2016,"4","NL","NL_Beam<24","BT2.4","COD-NS",16.66,"main"
2017,"4","NL","NL_Beam<24","BT2.4","COD-NS",10.84,"main"
2018,"4","NL","NL_Beam<24","BT2.4","COD-NS",10.09,"main"
2019,"4","NL","NL_Beam<24","BT2.4","COD-NS",0.84,"main"
2020,"4","NL","NL_Beam<24","BT2.4","COD-NS",3.23,"main"
2021,"4","NL","NL_Beam<24","BT2.4","COD-NS",1.89,"main"
2022,"4","NL","NL_Beam<24","BT2.4","COD-NS",0.39,"main"
2017,"4","NL","NL_Beam<24","BT2.4","HAD",0.33,"main"
2020,"4","NL","NL_Beam<24","BT2.4","HAD",0.04,"main"
2021,"4","NL","NL_Beam<24","BT2.4","HAD",0.26,"main"
2022,"4","NL","NL_Beam<24","BT2.4","HAD",0.21,"main"
2009,"4","NL","NL_Beam<24","BT2.4","NEP33",2.19,"main"
2010,"4","NL","NL_Beam<24","BT2.4","NEP33",5.63,"main"
2011,"4","NL","NL_Beam<24","BT2.4","NEP33",1.42,"main"
2013,"4","NL","NL_Beam<24","BT2.4","NEP33",0.52,"main"
2015,"4","NL","NL_Beam<24","BT2.4","NEP33",2.84,"main"
2016,"4","NL","NL_Beam<24","BT2.4","NEP33",1.42,"main"
2017,"4","NL","NL_Beam<24","BT2.4","NEP33",2.88,"main"
2018,"4","NL","NL_Beam<24","BT2.4","NEP33",1.17,"main"
2009,"4","NL","NL_Beam<24","BT2.4","NEP5",0.02,"main"
2011,"4","NL","NL_Beam<24","BT2.4","NEP5",1.31,"main"
2013,"4","NL","NL_Beam<24","BT2.4","NEP5",1.06,"main"
2014,"4","NL","NL_Beam<24","BT2.4","NEP5",0.27,"main"
2015,"4","NL","NL_Beam<24","BT2.4","NEP5",25.8,"main"
2016,"4","NL","NL_Beam<24","BT2.4","NEP5",62.58,"main"
2017,"4","NL","NL_Beam<24","BT2.4","NEP5",72.4,"main"
2018,"4","NL","NL_Beam<24","BT2.4","NEP5",50.43,"main"
2019,"4","NL","NL_Beam<24","BT2.4","NEP5",4.51,"main"
2020,"4","NL","NL_Beam<24","BT2.4","NEP5",2.38,"main"
2021,"4","NL","NL_Beam<24","BT2.4","NEP5",0.71,"main"
2010,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",0.01,"main"
2011,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",0.15,"main"
2012,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",2.89,"main"
2015,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",16.96,"main"
2016,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",8.04,"main"
2017,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",16.02,"main"
2018,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",4.96,"main"
2019,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",0.02,"main"
2020,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",1.03,"main"
2021,"4","NL","NL_Beam<24","BT2.4","NEPOTH-NS",0.02,"main"
2009,"4","NL","NL_Beam<24","BT2.4","PLE-NS",583.08,"main"
2010,"4","NL","NL_Beam<24","BT2.4","PLE-NS",787.99,"main"
2011,"4","NL","NL_Beam<24","BT2.4","PLE-NS",1080.37,"main"
2012,"4","NL","NL_Beam<24","BT2.4","PLE-NS",480.34,"main"
2013,"4","NL","NL_Beam<24","BT2.4","PLE-NS",602.53,"main"
2014,"4","NL","NL_Beam<24","BT2.4","PLE-NS",431.59,"main"
2015,"4","NL","NL_Beam<24","BT2.4","PLE-NS",385.29,"main"
2016,"4","NL","NL_Beam<24","BT2.4","PLE-NS",676.43,"main"
2017,"4","NL","NL_Beam<24","BT2.4","PLE-NS",1053.9,"main"
2018,"4","NL","NL_Beam<24","BT2.4","PLE-NS",588.51,"main"
2019,"4","NL","NL_Beam<24","BT2.4","PLE-NS",331.7,"main"
2020,"4","NL","NL_Beam<24","BT2.4","PLE-NS",362.65,"main"
2021,"4","NL","NL_Beam<24","BT2.4","PLE-NS",298.05,"main"
2022,"4","NL","NL_Beam<24","BT2.4","PLE-NS",172.91,"main"
2017,"4","NL","NL_Beam<24","BT2.4","POK",0.96,"main"
2009,"4","NL","NL_Beam<24","BT2.4","SOL-NS",626.47,"main"
2010,"4","NL","NL_Beam<24","BT2.4","SOL-NS",531.76,"main"
2011,"4","NL","NL_Beam<24","BT2.4","SOL-NS",519.34,"main"
2012,"4","NL","NL_Beam<24","BT2.4","SOL-NS",698.05,"main"
2013,"4","NL","NL_Beam<24","BT2.4","SOL-NS",810.04,"main"
2014,"4","NL","NL_Beam<24","BT2.4","SOL-NS",594.31,"main"
2015,"4","NL","NL_Beam<24","BT2.4","SOL-NS",692.24,"main"
2016,"4","NL","NL_Beam<24","BT2.4","SOL-NS",756.08,"main"
2017,"4","NL","NL_Beam<24","BT2.4","SOL-NS",706.45,"main"
2018,"4","NL","NL_Beam<24","BT2.4","SOL-NS",486.15,"main"
2019,"4","NL","NL_Beam<24","BT2.4","SOL-NS",456.76,"main"
