"year","area","country","model_fleet","model_metier","stock","landings","fleet_type"
2015,"4","DK","DK_Pelagic","pelagic.4","HAD",26.1619493736,"main"
2016,"4","DK","DK_Pelagic","pelagic.4","HAD",17.9606248016,"main"
2017,"4","DK","DK_Pelagic","pelagic.4","HAD",8.3435119236,"main"
2018,"4","DK","DK_Pelagic","pelagic.4","HAD",5.9435903452,"main"
2019,"4","DK","DK_Pelagic","pelagic.4","HAD",5.7624216023,"main"
2020,"4","DK","DK_Pelagic","pelagic.4","HAD",33.3083210345,"main"
2021,"4","DK","DK_Pelagic","pelagic.4","HAD",70.3398753116,"main"
2022,"4","DK","DK_Pelagic","pelagic.4","HAD",300.5432746331,"main"
2010,"4","DK","DK_Pelagic","pelagic.4","NEP7",0.002,"main"
2012,"4","DK","DK_Pelagic","pelagic.4","PLE-NS",0.033,"main"
2015,"4","DK","DK_Pelagic","pelagic.4","PLE-NS",0.001,"main"
2019,"4","DK","DK_Pelagic","pelagic.4","PLE-NS",0.1815818858,"main"
2020,"4","DK","DK_Pelagic","pelagic.4","PLE-NS",0.1910059393,"main"
2011,"4","DK","DK_Pelagic","pelagic.4","POK",1.868078943,"main"
2012,"4","DK","DK_Pelagic","pelagic.4","POK",9.3046486453,"main"
2013,"4","DK","DK_Pelagic","pelagic.4","POK",41.3689374741,"main"
2014,"4","DK","DK_Pelagic","pelagic.4","POK",124.577917492,"main"
2015,"4","DK","DK_Pelagic","pelagic.4","POK",75.1971457529,"main"
2016,"4","DK","DK_Pelagic","pelagic.4","POK",181.5377611202,"main"
2017,"4","DK","DK_Pelagic","pelagic.4","POK",189.9375288062,"main"
2018,"4","DK","DK_Pelagic","pelagic.4","POK",74.3019180515,"main"
2019,"4","DK","DK_Pelagic","pelagic.4","POK",21.3278312184,"main"
2020,"4","DK","DK_Pelagic","pelagic.4","POK",14.6624171706,"main"
2021,"4","DK","DK_Pelagic","pelagic.4","POK",5.8497312345,"main"
2022,"4","DK","DK_Pelagic","pelagic.4","POK",2.7752486637,"main"
2010,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",3.767,"main"
2011,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",19.824,"main"
2012,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",33.184,"main"
2013,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",33.248,"main"
2014,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",95.809,"main"
2015,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",98.002,"main"
2016,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",65.2,"main"
2017,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",103.675,"main"
2018,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",34.611,"main"
2019,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",53.519,"main"
2020,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",55.959,"main"
2021,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",56.356,"main"
2022,"4","DK","DK_Pelagic","pelagic.4","WHG-NS",166.4834012889,"main"
2019,"4","DK","DK_Pelagic","pelagic.4","WIT",0.007,"main"
2017,"6A","DK","DK_Pelagic","pelagic.6A","COD-NS",0.696,"main"
2018,"6A","DK","DK_Pelagic","pelagic.6A","COD-NS",0.039,"main"
2016,"6A","DK","DK_Pelagic","pelagic.6A","HAD",2.366,"main"
2017,"6A","DK","DK_Pelagic","pelagic.6A","HAD",1.975,"main"
2018,"6A","DK","DK_Pelagic","pelagic.6A","HAD",0.75,"main"
2019,"6A","DK","DK_Pelagic","pelagic.6A","HAD",9.229,"main"
2020,"6A","DK","DK_Pelagic","pelagic.6A","HAD",3.75,"main"
2021,"6A","DK","DK_Pelagic","pelagic.6A","HAD",17.881718206,"main"
2022,"6A","DK","DK_Pelagic","pelagic.6A","HAD",8.94,"main"
2014,"6A","DK","DK_Pelagic","pelagic.6A","POK",20.187,"main"
2016,"6A","DK","DK_Pelagic","pelagic.6A","POK",0.49,"main"
2017,"6A","DK","DK_Pelagic","pelagic.6A","POK",5.214,"main"
2018,"6A","DK","DK_Pelagic","pelagic.6A","POK",1.268,"main"
2019,"6A","DK","DK_Pelagic","pelagic.6A","POK",6.8,"main"
2009,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",555.1722970337,"main"
2010,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",675.1656755485,"main"
2011,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",299.5790499157,"main"
2012,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",313.5070642333,"main"
2013,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",293.7423099958,"main"
2014,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",464.7958755208,"main"
2015,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",632.4833200797,"main"
2016,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",654.8579087104,"main"
2017,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",522.963067136,"main"
2018,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",490.9959780001,"main"
2019,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",378.95467787,"main"
2020,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",200.4389549704,"main"
2021,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",199.1180879114,"main"
2022,"3AN","DK","DK_Seine","TR1.3AN","COD-NS",147.83113765,"main"
2009,"3AN","DK","DK_Seine","TR1.3AN","HAD",446.2299031915,"main"
2010,"3AN","DK","DK_Seine","TR1.3AN","HAD",631.13306891,"main"
2011,"3AN","DK","DK_Seine","TR1.3AN","HAD",569.2254402587,"main"
2012,"3AN","DK","DK_Seine","TR1.3AN","HAD",539.7315007061,"main"
2013,"3AN","DK","DK_Seine","TR1.3AN","HAD",331.4737101703,"main"
2014,"3AN","DK","DK_Seine","TR1.3AN","HAD",508.3746506381,"main"
2015,"3AN","DK","DK_Seine","TR1.3AN","HAD",433.9911594638,"main"
2016,"3AN","DK","DK_Seine","TR1.3AN","HAD",404.345940069,"main"
2017,"3AN","DK","DK_Seine","TR1.3AN","HAD",387.6096384616,"main"
2018,"3AN","DK","DK_Seine","TR1.3AN","HAD",190.117411844,"main"
2019,"3AN","DK","DK_Seine","TR1.3AN","HAD",189.9887447736,"main"
2020,"3AN","DK","DK_Seine","TR1.3AN","HAD",112.1389263964,"main"
2021,"3AN","DK","DK_Seine","TR1.3AN","HAD",856.6428954775,"main"
2022,"3AN","DK","DK_Seine","TR1.3AN","HAD",892.726566398,"main"
2009,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.02,"main"
2010,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.269,"main"
2011,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.277,"main"
2012,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.037,"main"
2013,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.111,"main"
2014,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.012,"main"
2015,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.02,"main"
2016,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.002,"main"
2017,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.032,"main"
2018,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.091,"main"
2019,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.129,"main"
2020,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.077,"main"
2021,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.045,"main"
2022,"3AN","DK","DK_Seine","TR1.3AN","NEP3-4",0.014,"main"
2009,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",2765.5234737107,"main"
2010,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",3288.4692704911,"main"
2011,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",2820.1758577478,"main"
2012,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",2500.1725687949,"main"
2013,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",2136.0032023242,"main"
2014,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",2848.5147982382,"main"
2015,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",4227.9780228302,"main"
2016,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",3776.1037976901,"main"
2017,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",2569.5238039037,"main"
2018,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",1553.0196011109,"main"
2019,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",1926.6655795404,"main"
2020,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",1921.860083358,"main"
2021,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",2007.720325334,"main"
2022,"3AN","DK","DK_Seine","TR1.3AN","PLE-NS",1703.0644593746,"main"
2009,"3AN","DK","DK_Seine","TR1.3AN","POK",34.3996780907,"main"
2010,"3AN","DK","DK_Seine","TR1.3AN","POK",63.7039320426,"main"
2011,"3AN","DK","DK_Seine","TR1.3AN","POK",14.9367036502,"main"
2012,"3AN","DK","DK_Seine","TR1.3AN","POK",9.9964528268,"main"
2013,"3AN","DK","DK_Seine","TR1.3AN","POK",45.8564809432,"main"
2014,"3AN","DK","DK_Seine","TR1.3AN","POK",8.4849799579,"main"
2015,"3AN","DK","DK_Seine","TR1.3AN","POK",19.9236216463,"main"
2016,"3AN","DK","DK_Seine","TR1.3AN","POK",14.7700809677,"main"
2017,"3AN","DK","DK_Seine","TR1.3AN","POK",26.0929028541,"main"
2018,"3AN","DK","DK_Seine","TR1.3AN","POK",34.9678448767,"main"
2019,"3AN","DK","DK_Seine","TR1.3AN","POK",9.5700543043,"main"
2020,"3AN","DK","DK_Seine","TR1.3AN","POK",9.7250465164,"main"
2021,"3AN","DK","DK_Seine","TR1.3AN","POK",10.7258181764,"main"
2022,"3AN","DK","DK_Seine","TR1.3AN","POK",4.171462613,"main"
2009,"3AN","DK","DK_Seine","TR1.3AN","WIT",126.6007050205,"main"
2010,"3AN","DK","DK_Seine","TR1.3AN","WIT",124.0818841445,"main"
2011,"3AN","DK","DK_Seine","TR1.3AN","WIT",106.414805961,"main"
2012,"3AN","DK","DK_Seine","TR1.3AN","WIT",129.1542423462,"main"
2013,"3AN","DK","DK_Seine","TR1.3AN","WIT",82.8571597038,"main"
2014,"3AN","DK","DK_Seine","TR1.3AN","WIT",241.1090676055,"main"
2015,"3AN","DK","DK_Seine","TR1.3AN","WIT",92.3547018085,"main"
2016,"3AN","DK","DK_Seine","TR1.3AN","WIT",153.0911994744,"main"
2017,"3AN","DK","DK_Seine","TR1.3AN","WIT",148.661,"main"
2018,"3AN","DK","DK_Seine","TR1.3AN","WIT",120.3975339059,"main"
2019,"3AN","DK","DK_Seine","TR1.3AN","WIT",61.0456138954,"main"
2020,"3AN","DK","DK_Seine","TR1.3AN","WIT",68.177840691,"main"
2021,"3AN","DK","DK_Seine","TR1.3AN","WIT",82.4923104048,"main"
2022,"3AN","DK","DK_Seine","TR1.3AN","WIT",75.4697782575,"main"
2009,"4","DK","DK_Seine","TR1.4","COD-NS",482.1790780334,"main"
2010,"4","DK","DK_Seine","TR1.4","COD-NS",926.7968026276,"main"
2011,"4","DK","DK_Seine","TR1.4","COD-NS",396.4627701648,"main"
2012,"4","DK","DK_Seine","TR1.4","COD-NS",406.288371235,"main"
2013,"4","DK","DK_Seine","TR1.4","COD-NS",561.3462651568,"main"
2014,"4","DK","DK_Seine","TR1.4","COD-NS",1136.722305874,"main"
2015,"4","DK","DK_Seine","TR1.4","COD-NS",1321.3813932506,"main"
2016,"4","DK","DK_Seine","TR1.4","COD-NS",1274.9828654255,"main"
2017,"4","DK","DK_Seine","TR1.4","COD-NS",1236.7863599848,"main"
2018,"4","DK","DK_Seine","TR1.4","COD-NS",1234.5792099364,"main"
2019,"4","DK","DK_Seine","TR1.4","COD-NS",763.1085947637,"main"
2020,"4","DK","DK_Seine","TR1.4","COD-NS",861.9093524832,"main"
2021,"4","DK","DK_Seine","TR1.4","COD-NS",391.8851691778,"main"
2022,"4","DK","DK_Seine","TR1.4","COD-NS",481.5976219273,"main"
2009,"4","DK","DK_Seine","TR1.4","HAD",59.7314657326,"main"
2010,"4","DK","DK_Seine","TR1.4","HAD",64.7733896098,"main"
2011,"4","DK","DK_Seine","TR1.4","HAD",94.6798105465,"main"
2012,"4","DK","DK_Seine","TR1.4","HAD",193.2639159292,"main"
2013,"4","DK","DK_Seine","TR1.4","HAD",318.0862442828,"main"
2014,"4","DK","DK_Seine","TR1.4","HAD",388.0971850914,"main"
2015,"4","DK","DK_Seine","TR1.4","HAD",469.8855940674,"main"
2016,"4","DK","DK_Seine","TR1.4","HAD",327.8553901129,"main"
2017,"4","DK","DK_Seine","TR1.4","HAD",399.5402228812,"main"
2018,"4","DK","DK_Seine","TR1.4","HAD",379.3922965537,"main"
2019,"4","DK","DK_Seine","TR1.4","HAD",298.0669253861,"main"
2020,"4","DK","DK_Seine","TR1.4","HAD",295.2815094656,"main"
2021,"4","DK","DK_Seine","TR1.4","HAD",181.371283784,"main"
2022,"4","DK","DK_Seine","TR1.4","HAD",454.9159034826,"main"
2010,"4","DK","DK_Seine","TR1.4","NEP3-4",0.129,"main"
2011,"4","DK","DK_Seine","TR1.4","NEP3-4",0.047,"main"
2013,"4","DK","DK_Seine","TR1.4","NEP3-4",0.03,"main"
2019,"4","DK","DK_Seine","TR1.4","NEP3-4",0.017,"main"
2018,"4","DK","DK_Seine","TR1.4","NEP32",0.021,"main"
2020,"4","DK","DK_Seine","TR1.4","NEP32",0.003,"main"
2021,"4","DK","DK_Seine","TR1.4","NEP32",0.005,"main"
2009,"4","DK","DK_Seine","TR1.4","NEPOTH-NS",0.001,"main"
2011,"4","DK","DK_Seine","TR1.4","NEPOTH-NS",0.002,"main"
2009,"4","DK","DK_Seine","TR1.4","PLE-NS",1254.3258691933,"main"
2010,"4","DK","DK_Seine","TR1.4","PLE-NS",1334.333523152,"main"
2011,"4","DK","DK_Seine","TR1.4","PLE-NS",967.5159139686,"main"
2012,"4","DK","DK_Seine","TR1.4","PLE-NS",952.0026348343,"main"
2013,"4","DK","DK_Seine","TR1.4","PLE-NS",923.3470479463,"main"
2014,"4","DK","DK_Seine","TR1.4","PLE-NS",1049.5873149178,"main"
2015,"4","DK","DK_Seine","TR1.4","PLE-NS",740.3828797031,"main"
2016,"4","DK","DK_Seine","TR1.4","PLE-NS",469.5567258992,"main"
2017,"4","DK","DK_Seine","TR1.4","PLE-NS",451.3681275791,"main"
2018,"4","DK","DK_Seine","TR1.4","PLE-NS",222.3748944125,"main"
2019,"4","DK","DK_Seine","TR1.4","PLE-NS",186.6159678281,"main"
2020,"4","DK","DK_Seine","TR1.4","PLE-NS",156.8699982748,"main"
2021,"4","DK","DK_Seine","TR1.4","PLE-NS",26.6551658441,"main"
2022,"4","DK","DK_Seine","TR1.4","PLE-NS",28.5435294582,"main"
2009,"4","DK","DK_Seine","TR1.4","POK",12.9264985496,"main"
2010,"4","DK","DK_Seine","TR1.4","POK",57.39883636,"main"
2011,"4","DK","DK_Seine","TR1.4","POK",74.5966324907,"main"
2012,"4","DK","DK_Seine","TR1.4","POK",84.7251824805,"main"
2013,"4","DK","DK_Seine","TR1.4","POK",151.9481486859,"main"
2014,"4","DK","DK_Seine","TR1.4","POK",234.5318735319,"main"
2015,"4","DK","DK_Seine","TR1.4","POK",566.5868993776,"main"
2016,"4","DK","DK_Seine","TR1.4","POK",489.2993274806,"main"
2017,"4","DK","DK_Seine","TR1.4","POK",392.8643143906,"main"
2018,"4","DK","DK_Seine","TR1.4","POK",776.3267419957,"main"
2019,"4","DK","DK_Seine","TR1.4","POK",559.7146933833,"main"
2020,"4","DK","DK_Seine","TR1.4","POK",673.3689862909,"main"
2021,"4","DK","DK_Seine","TR1.4","POK",503.4999896249,"main"
2022,"4","DK","DK_Seine","TR1.4","POK",361.56935592,"main"
2009,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0449634116,"main"
2010,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0510524091,"main"
2011,"4","DK","DK_Seine","TR1.4","SOL-NS",0.031892893,"main"
2012,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0974455434,"main"
2013,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0051814585,"main"
2014,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0392239014,"main"
2015,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0637817773,"main"
2016,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0222911758,"main"
2017,"4","DK","DK_Seine","TR1.4","SOL-NS",0.061029867,"main"
2018,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0439126053,"main"
2019,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0411065208,"main"
2020,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0244407797,"main"
2021,"4","DK","DK_Seine","TR1.4","SOL-NS",0.0092052263,"main"
2022,"4","DK","DK_Seine","TR1.4","SOL-NS",0.044363158,"main"
2009,"4","DK","DK_Seine","TR1.4","TUR",3.5847774659,"main"
2010,"4","DK","DK_Seine","TR1.4","TUR",3.5087498444,"main"
2011,"4","DK","DK_Seine","TR1.4","TUR",1.587415864,"main"
2012,"4","DK","DK_Seine","TR1.4","TUR",1.9079286321,"main"
2013,"4","DK","DK_Seine","TR1.4","TUR",1.8261342601,"main"
2014,"4","DK","DK_Seine","TR1.4","TUR",1.9762353922,"main"
2015,"4","DK","DK_Seine","TR1.4","TUR",1.5042422503,"main"
2016,"4","DK","DK_Seine","TR1.4","TUR",1.0811263961,"main"
2017,"4","DK","DK_Seine","TR1.4","TUR",2.4051383671,"main"
2018,"4","DK","DK_Seine","TR1.4","TUR",1.1594180823,"main"
2019,"4","DK","DK_Seine","TR1.4","TUR",0.8977248216,"main"
2020,"4","DK","DK_Seine","TR1.4","TUR",1.082303198,"main"
2021,"4","DK","DK_Seine","TR1.4","TUR",0.3871472974,"main"
2022,"4","DK","DK_Seine","TR1.4","TUR",0.3884973804,"main"
2009,"4","DK","DK_Seine","TR1.4","WHG-NS",0.641,"main"
2010,"4","DK","DK_Seine","TR1.4","WHG-NS",1.506,"main"
2011,"4","DK","DK_Seine","TR1.4","WHG-NS",1.279,"main"
2012,"4","DK","DK_Seine","TR1.4","WHG-NS",1.36,"main"
2013,"4","DK","DK_Seine","TR1.4","WHG-NS",2.553,"main"
2014,"4","DK","DK_Seine","TR1.4","WHG-NS",4.923,"main"
2015,"4","DK","DK_Seine","TR1.4","WHG-NS",14.571,"main"
2016,"4","DK","DK_Seine","TR1.4","WHG-NS",15.822,"main"
2017,"4","DK","DK_Seine","TR1.4","WHG-NS",23.456,"main"
2018,"4","DK","DK_Seine","TR1.4","WHG-NS",18.926,"main"
2019,"4","DK","DK_Seine","TR1.4","WHG-NS",17.929,"main"
2020,"4","DK","DK_Seine","TR1.4","WHG-NS",37.079,"main"
2021,"4","DK","DK_Seine","TR1.4","WHG-NS",54.328,"main"
2022,"4","DK","DK_Seine","TR1.4","WHG-NS",138.3227681785,"main"
2009,"4","DK","DK_Seine","TR1.4","WIT",15.4494454654,"main"
2010,"4","DK","DK_Seine","TR1.4","WIT",18.2901487155,"main"
2011,"4","DK","DK_Seine","TR1.4","WIT",5.271047114,"main"
2012,"4","DK","DK_Seine","TR1.4","WIT",4.0754641252,"main"
2013,"4","DK","DK_Seine","TR1.4","WIT",2.5193505017,"main"
2014,"4","DK","DK_Seine","TR1.4","WIT",7.8306533071,"main"
2015,"4","DK","DK_Seine","TR1.4","WIT",4.6507120283,"main"
2016,"4","DK","DK_Seine","TR1.4","WIT",22.2901784242,"main"
2017,"4","DK","DK_Seine","TR1.4","WIT",17.239,"main"
2018,"4","DK","DK_Seine","TR1.4","WIT",25.663081963,"main"
2019,"4","DK","DK_Seine","TR1.4","WIT",12.225354938,"main"
2020,"4","DK","DK_Seine","TR1.4","WIT",9.3200913144,"main"
2021,"4","DK","DK_Seine","TR1.4","WIT",6.5492902606,"main"
2022,"4","DK","DK_Seine","TR1.4","WIT",5.1624569204,"main"
2009,"3AN","DK","DK_Static","GN1.3AN","COD-NS",1090.2805009715,"main"
2010,"3AN","DK","DK_Static","GN1.3AN","COD-NS",1221.954233629,"main"
2011,"3AN","DK","DK_Static","GN1.3AN","COD-NS",1180.0698516976,"main"
2012,"3AN","DK","DK_Static","GN1.3AN","COD-NS",896.7656158527,"main"
2013,"3AN","DK","DK_Static","GN1.3AN","COD-NS",799.9976702287,"main"
2014,"3AN","DK","DK_Static","GN1.3AN","COD-NS",904.9910041984,"main"
2015,"3AN","DK","DK_Static","GN1.3AN","COD-NS",890.3688664046,"main"
2016,"3AN","DK","DK_Static","GN1.3AN","COD-NS",682.328398817,"main"
2017,"3AN","DK","DK_Static","GN1.3AN","COD-NS",905.1625359686,"main"
2018,"3AN","DK","DK_Static","GN1.3AN","COD-NS",820.7639666891,"main"
2019,"3AN","DK","DK_Static","GN1.3AN","COD-NS",543.5197065073,"main"
2020,"3AN","DK","DK_Static","GN1.3AN","COD-NS",442.6687712005,"main"
2021,"3AN","DK","DK_Static","GN1.3AN","COD-NS",298.7579621788,"main"
2022,"3AN","DK","DK_Static","GN1.3AN","COD-NS",287.2419189555,"main"
2009,"3AN","DK","DK_Static","GN1.3AN","HAD",6.600695418,"main"
2010,"3AN","DK","DK_Static","GN1.3AN","HAD",14.3502285011,"main"
2011,"3AN","DK","DK_Static","GN1.3AN","HAD",14.8666589211,"main"
2012,"3AN","DK","DK_Static","GN1.3AN","HAD",6.6241883025,"main"
2013,"3AN","DK","DK_Static","GN1.3AN","HAD",26.8927099271,"main"
2014,"3AN","DK","DK_Static","GN1.3AN","HAD",15.285054869,"main"
2015,"3AN","DK","DK_Static","GN1.3AN","HAD",10.2691031393,"main"
2016,"3AN","DK","DK_Static","GN1.3AN","HAD",2.0838539492,"main"
2017,"3AN","DK","DK_Static","GN1.3AN","HAD",4.2188963317,"main"
2018,"3AN","DK","DK_Static","GN1.3AN","HAD",8.4756779739,"main"
2019,"3AN","DK","DK_Static","GN1.3AN","HAD",4.6043495529,"main"
2020,"3AN","DK","DK_Static","GN1.3AN","HAD",4.3071264484,"main"
2021,"3AN","DK","DK_Static","GN1.3AN","HAD",2.2886950619,"main"
2022,"3AN","DK","DK_Static","GN1.3AN","HAD",6.4243327301,"main"
2011,"3AN","DK","DK_Static","GN1.3AN","NEP3-4",0.002,"main"
2012,"3AN","DK","DK_Static","GN1.3AN","NEP3-4",0.007,"main"
2013,"3AN","DK","DK_Static","GN1.3AN","NEP3-4",0.001,"main"
2014,"3AN","DK","DK_Static","GN1.3AN","NEP3-4",0.002,"main"
2015,"3AN","DK","DK_Static","GN1.3AN","NEP3-4",0.001,"main"
2016,"3AN","DK","DK_Static","GN1.3AN","NEP3-4",0.051,"main"
2021,"3AN","DK","DK_Static","GN1.3AN","NEP3-4",0.034,"main"
2022,"3AN","DK","DK_Static","GN1.3AN","NEP3-4",0.006,"main"
2009,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",1138.2521463851,"main"
2010,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",795.8951969432,"main"
2011,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",1144.4907577101,"main"
2012,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",713.4297865876,"main"
2013,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",577.4791263856,"main"
2014,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",392.1697198006,"main"
2015,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",319.7537025818,"main"
2016,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",467.0960070123,"main"
2017,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",615.7639860347,"main"
2018,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",752.2014373554,"main"
2019,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",958.2106870348,"main"
2020,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",1253.3731610625,"main"
2021,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",779.6528323394,"main"
2022,"3AN","DK","DK_Static","GN1.3AN","PLE-NS",325.468618844,"main"
2009,"3AN","DK","DK_Static","GN1.3AN","POK",35.8296191689,"main"
2010,"3AN","DK","DK_Static","GN1.3AN","POK",74.4831208575,"main"
2011,"3AN","DK","DK_Static","GN1.3AN","POK",46.0049666871,"main"
2012,"3AN","DK","DK_Static","GN1.3AN","POK",13.9305600406,"main"
2013,"3AN","DK","DK_Static","GN1.3AN","POK",38.9640587466,"main"
2014,"3AN","DK","DK_Static","GN1.3AN","POK",23.5393212947,"main"
2015,"3AN","DK","DK_Static","GN1.3AN","POK",15.0801193212,"main"
2016,"3AN","DK","DK_Static","GN1.3AN","POK",15.9696293905,"main"
2017,"3AN","DK","DK_Static","GN1.3AN","POK",37.904737254,"main"
2018,"3AN","DK","DK_Static","GN1.3AN","POK",42.0804357192,"main"
2019,"3AN","DK","DK_Static","GN1.3AN","POK",20.3407733361,"main"
2020,"3AN","DK","DK_Static","GN1.3AN","POK",12.3171505662,"main"
2021,"3AN","DK","DK_Static","GN1.3AN","POK",14.6738989556,"main"
2022,"3AN","DK","DK_Static","GN1.3AN","POK",9.5027242678,"main"
2009,"3AN","DK","DK_Static","GN1.3AN","WIT",1.6912271115,"main"
2010,"3AN","DK","DK_Static","GN1.3AN","WIT",0.4475310327,"main"
2011,"3AN","DK","DK_Static","GN1.3AN","WIT",0.1642742646,"main"
2012,"3AN","DK","DK_Static","GN1.3AN","WIT",0.1011838448,"main"
2013,"3AN","DK","DK_Static","GN1.3AN","WIT",0.3501624147,"main"
2014,"3AN","DK","DK_Static","GN1.3AN","WIT",0.3630322428,"main"
2015,"3AN","DK","DK_Static","GN1.3AN","WIT",0.3042984719,"main"
2016,"3AN","DK","DK_Static","GN1.3AN","WIT",0.4726770933,"main"
2017,"3AN","DK","DK_Static","GN1.3AN","WIT",0.276,"main"
2018,"3AN","DK","DK_Static","GN1.3AN","WIT",0.3340642079,"main"
2019,"3AN","DK","DK_Static","GN1.3AN","WIT",0.1750542254,"main"
2020,"3AN","DK","DK_Static","GN1.3AN","WIT",0.1050495546,"main"
2021,"3AN","DK","DK_Static","GN1.3AN","WIT",0.0880928245,"main"
2022,"3AN","DK","DK_Static","GN1.3AN","WIT",0.060178623,"main"
2009,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.673,"main"
2010,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.98,"main"
2011,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",1.089,"main"
2012,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.055,"main"
2013,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.059,"main"
2014,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.499,"main"
2015,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.031,"main"
2016,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.004,"main"
2018,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.069,"main"
2019,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.014,"main"
2020,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.106,"main"
2021,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.215,"main"
2022,"3AS","DK","DK_Static","GN1.3AS","NEP3-4",0.034,"main"
2009,"3AS","DK","DK_Static","GN1.3AS","POK",0.7762929626,"main"
2010,"3AS","DK","DK_Static","GN1.3AS","POK",0.8168317403,"main"
